row,column,value
row.2728,col.9612,1.58029879322189
row.8418,col.6634,0.365824470034126
row.5677,col.3124,0.894612521920919
row.4947,col.7593,0.229168360479737
row.1738,col.251,-0.108883044848425
row.626,col.8835,-0.542865482599106
row.815,col.3365,-1.30750657702380
row.2230,col.5326,-1.67611520840940
row.8164,col.4559,0.69575775650085
row.1695,col.4040,1.05682461091582
row.3851,col.3863,-0.77601820674263
row.5052,col.6005,0.716644530282764
row.5326,col.2820,0.00218527670445634
row.1,col.5968,1.16159446935678
row.3569,col.121,1.36020866696806
row.7872,col.8669,-1.36881123218693
row.891,col.9439,-0.447109372465501
row.5631,col.9640,-1.24426889787364
row.7987,col.6575,0.699642065258364
row.5364,col.7419,0.223960006116881
row.114,col.4934,0.289389918935365
row.3930,col.543,0.458991911238467
row.4410,col.6538,-1.05362998649179
row.6158,col.3188,0.858143239928155
row.5053,col.6554,-0.94929763666673
row.7676,col.6368,0.0929151195604156
row.4764,col.7531,-0.782457663876914
row.538,col.5373,-0.465868773798834
row.8653,col.9376,0.903666089655193
row.8722,col.5948,0.0646470717402921
row.1876,col.7344,0.757206961897977
row.6694,col.4807,1.23842978628618
row.9381,col.7348,-0.913944683310068
row.9274,col.5211,0.776923773468323
row.8152,col.5091,1.14958332516523
row.666,col.7447,0.0592753454763288
row.6272,col.1393,-0.337185226349608
row.4156,col.7174,-0.529760732614197
row.9698,col.7345,0.999337066778139
row.1138,col.9648,0.798134419795612
row.8400,col.9448,0.95771309537671
row.1479,col.6524,1.01576925151119
row.4413,col.1314,-1.61326977245677
row.2105,col.1936,0.622864293475714
row.9637,col.4409,0.0523648069417141
row.2153,col.1590,0.338474500267247
row.3172,col.225,-0.101984305364253
row.6772,col.1600,-1.74616244376424
row.6205,col.3314,1.75577820336068
row.6559,col.6673,0.203384012070024
row.4520,col.6576,0.693382227594737
row.2063,col.3398,-1.50503867794237
row.1331,col.2502,-0.416448102080810
row.283,col.3989,-0.559246115639138
row.8721,col.8664,1.53415020504181
row.6599,col.8318,0.437794418398387
row.1993,col.6635,0.305623902494754
row.996,col.5036,0.652644932904973
row.2528,col.5708,-0.0900365941830262
row.6819,col.9170,-1.14932500072541
row.9297,col.2239,-0.907362130799299
row.1559,col.1729,1.06830492831433
row.5776,col.3160,1.01930074845396
row.5077,col.8915,2.71864658358840
row.8450,col.9133,-0.679226506617701
row.123,col.5573,-0.160406885168805
row.4645,col.5448,0.0983974667829246
row.4226,col.990,-0.461746699932266
row.7835,col.5127,0.828224713155638
row.3093,col.2559,0.98538847521371
row.7604,col.2233,0.77556394192084
row.9430,col.1331,-0.00542161112040074
row.2977,col.8378,0.465264510467958
row.5225,col.1690,1.19276359384083
row.1554,col.7949,-0.319967727498654
row.4792,col.1587,0.251362944027898
row.5800,col.6108,0.077305506941662
row.9438,col.2403,2.01040583449383
row.6572,col.3882,0.958692600657248
row.571,col.9521,-0.515420727195059
row.1905,col.4149,0.297039143890251
row.8133,col.2890,-0.160849219400750
row.4039,col.5627,1.44399462767861
row.4695,col.6991,-1.16257681393317
row.2609,col.9184,0.839080946655227
row.5908,col.731,0.66885726877787
row.8414,col.2091,0.145311192629949
row.9916,col.2473,-0.471854216317919
row.1234,col.7242,-1.75266093493479
row.4067,col.8492,-0.980425380037267
row.2323,col.6948,0.604676254893386
row.7646,col.7313,1.59873394700762
row.5357,col.6392,-0.800387521549356
row.9735,col.831,-1.10356146866590
row.7558,col.9023,-0.609694531143217
row.5699,col.7670,2.34155262562707
row.7022,col.76,-0.224013245534138
row.3535,col.4226,0.704332758725345
row.1360,col.20,1.20549312480167
row.3740,col.2742,-1.05692080002759
row.624,col.4410,-1.76253919586607
row.3271,col.7235,-0.0110688713941331
row.3326,col.9020,-1.06489305749488
row.6469,col.1106,0.723844148621512
row.4237,col.7467,-0.122986976773885
row.9863,col.1433,0.894794552305771
row.1920,col.7869,0.090066813756186
row.2981,col.6627,0.701324209698999
row.3524,col.8132,-2.57723672713981
row.63,col.9925,-1.01045290712573
row.6166,col.223,1.30411063893823
row.3014,col.8792,-1.11611600946149
row.9558,col.2989,-0.458725490080928
row.2828,col.7997,1.04792401988018
row.7596,col.6469,0.0233597228057067
row.3903,col.5243,-1.22032166228790
row.3577,col.2080,1.61599612380636
row.2502,col.4625,-0.177361555059443
row.5959,col.236,0.233403351779451
row.5558,col.5782,-0.400649666212872
row.5662,col.5350,-1.18698134010512
row.4063,col.1396,-0.427336496124354
row.925,col.2321,0.805700661506073
row.5575,col.771,0.235819175270516
row.5760,col.4983,-0.231995532801502
row.7393,col.5768,-2.26293132961636
row.6263,col.94,0.217282095547136
row.9967,col.3179,-0.0155269294308818
row.4021,col.9394,0.773248748277592
row.37,col.1994,-1.52449759671396
row.60,col.1643,1.47820012302288
row.4331,col.54,-1.26025188455731
row.2910,col.9739,-0.0705799512892103
row.282,col.6781,-1.48430891608154
row.7186,col.8573,-0.288977841877469
row.5351,col.7103,0.142364759597693
row.4071,col.9879,-0.309299080570978
row.8796,col.1776,-0.197881568397673
row.5445,col.7717,0.46132426007541
row.2508,col.3390,-0.0591104527800436
row.2389,col.8622,-1.36099512302073
row.1363,col.984,0.190907156136238
row.5438,col.4111,0.238429980496785
row.9041,col.5396,0.277762554045684
row.5896,col.6054,-0.0198376966309862
row.2243,col.8028,0.227249984658194
row.5758,col.4223,-0.490045881460326
row.4600,col.8631,0.256236827968776
row.2457,col.5088,-0.630294299809083
row.6884,col.5087,-1.09587541129744
row.6668,col.6606,0.0971232768053338
row.141,col.5687,1.19136664236967
row.844,col.5670,0.44029799824216
row.2844,col.3904,-0.297459300120432
row.599,col.8589,-0.0208853107706875
row.832,col.2405,-0.214384889384139
row.5005,col.688,0.508412255828571
row.3998,col.2931,-0.369582024226893
row.5106,col.8775,-0.786964322103653
row.9768,col.5013,-0.415840499880459
row.4452,col.8544,-0.778617594930448
row.5886,col.8796,0.221113466911002
row.6245,col.3739,-0.172414947820761
row.4440,col.9335,0.626896290709414
row.5997,col.5868,1.88297400616758
row.298,col.981,0.175807678146688
row.6427,col.1303,0.771241084861792
row.9035,col.1836,-1.22465660567006
row.4376,col.776,2.03607286990746
row.5270,col.2038,0.264938179195735
row.1998,col.1719,-0.272712741733445
row.1599,col.4399,0.851937041142942
row.4441,col.572,-1.03837158040024
row.9767,col.8501,0.641844936018447
row.1095,col.2535,0.138581849801508
row.1386,col.6943,1.20961873255195
row.9477,col.8401,0.415091592545114
row.3735,col.3747,2.08511352941194
row.659,col.2076,0.67654464073369
row.2880,col.9689,0.54846526589226
row.6834,col.4194,0.243080543972983
row.8287,col.7311,2.09652210128653
row.2051,col.5529,-0.556540008176785
row.9236,col.4759,1.47524753329442
row.2909,col.176,-1.07811909340119
row.7877,col.3308,1.33213132794578
row.7576,col.9169,-0.92217688519625
row.7849,col.7381,-0.531581361228401
row.84,col.1407,-0.260358249739050
row.6574,col.3218,-0.584110032858611
row.9046,col.7841,0.670722042229114
row.1449,col.1620,0.485201151621099
row.7577,col.1799,-1.33815366783997
row.4689,col.9346,-0.24860401565451
row.4298,col.1236,-0.216288613334699
row.1014,col.5454,-1.68735148137422
row.9779,col.3412,-0.249325632006639
row.8979,col.8323,1.35294453563544
row.4279,col.232,0.598663510234492
row.2441,col.5471,-1.02918635083188
row.2445,col.73,1.26839727831535
row.2598,col.2358,0.261556704300657
row.7157,col.908,0.996331961201736
row.352,col.1438,-1.22589394579827
row.8802,col.9524,-0.885850243844428
row.7748,col.3383,0.149921378617553
row.2400,col.274,2.61712461759543
row.1081,col.7306,-1.11399659870081
row.6937,col.2309,-1.38089540354806
row.1454,col.6924,0.679748461941366
row.144,col.3760,-0.0275128003659093
row.7177,col.8320,-0.128903862640685
row.1019,col.7334,-1.38624315157543
row.3923,col.5619,0.134299648299051
row.3764,col.3214,0.804150374811032
row.7413,col.2195,2.58847322798685
row.3525,col.2288,0.719424514263041
row.2602,col.7895,-0.311585300786048
row.4885,col.3808,-0.494761017366653
row.8487,col.1113,-0.638530737076293
row.5982,col.6069,1.46192913309823
row.6974,col.5998,1.27716771846316
row.7448,col.8956,0.672429491031544
row.1567,col.7699,0.77551741227743
row.1365,col.2050,0.730681773757036
row.47,col.3493,-1.36957033542410
row.3157,col.4495,-0.212808589122895
row.6282,col.4662,-0.920313861718686
row.3339,col.3249,0.562476990187047
row.3891,col.8676,2.39914598067039
row.4617,col.5099,1.23930786083094
row.7305,col.6972,0.551814067143117
row.8082,col.7809,1.68037648823065
row.5008,col.4493,-1.13020173258190
row.2743,col.5646,-0.855491228507146
row.3417,col.6,1.05850761496614
row.874,col.693,-0.153246237244073
row.3783,col.3837,0.0905605042092141
row.5283,col.337,1.19582071566474
row.4381,col.6263,0.0879544838942281
row.1296,col.119,0.93525305053848
row.3046,col.6160,-2.83252143636133
row.6094,col.6022,-2.22930844856629
row.6019,col.685,0.826043584413147
row.5641,col.1614,-0.117314841645441
row.3349,col.2425,1.00075135349234
row.9488,col.7537,-0.897025408825255
row.2011,col.2466,1.38044998276501
row.5624,col.6772,0.100091483381487
row.4277,col.6847,1.17808627886647
row.9654,col.3265,-0.0892727037076536
row.2928,col.4122,-0.182677940089944
row.1557,col.4548,0.450505091352765
row.9684,col.4590,-1.79316621765595
row.2638,col.413,0.103768297876463
row.1643,col.7955,0.224672300889046
row.4977,col.3259,0.890791687465755
row.5475,col.8440,0.217519188564266
row.5489,col.6208,-0.474879730456302
row.3540,col.3393,-0.133600339242174
row.2240,col.1986,0.546998668641325
row.9843,col.8418,-0.831849633157065
row.5325,col.8307,-0.861546452206763
row.1995,col.7868,-1.11893046962214
row.398,col.6877,-1.11272802885857
row.9092,col.1727,-1.15020219033430
row.2892,col.1890,-1.44046435050803
row.6139,col.7089,-0.734008171318415
row.7242,col.4918,-0.486864669774981
row.8376,col.5830,-0.225468564467755
row.2277,col.2772,-0.897183359582192
row.2656,col.5081,-1.36205440725437
row.6483,col.7162,-1.62096682816199
row.1768,col.3380,0.543970576703729
row.2033,col.1786,-0.70115128291193
row.9399,col.5235,1.54855743081100
row.5116,col.5818,0.106021999131897
row.4166,col.2344,-0.65070357324784
row.8642,col.1624,-0.775969080307193
row.3824,col.2223,-0.299383563469495
row.9213,col.9111,-1.16977619739990
row.158,col.2218,0.176032192823042
row.5,col.615,0.29813390985411
row.6061,col.8360,1.08171779786221
row.6908,col.1622,1.59052553551581
row.916,col.4702,0.403072830313555
row.1670,col.9830,0.928620049893978
row.7143,col.2704,-2.22254586641780
row.8712,col.479,0.859983303851641
row.1955,col.6721,-0.32689679354945
row.3643,col.9782,0.173583799266541
row.2458,col.7656,0.666109668665079
row.9515,col.7817,0.756706013421399
row.7397,col.292,0.437025255849859
row.7127,col.4810,-0.491889650343876
row.1613,col.6311,1.33440750961710
row.7160,col.6926,-0.573449811244997
row.9434,col.1892,1.61890751608764
row.8790,col.3993,1.05114415509395
row.5051,col.4968,0.435486646582546
row.6587,col.9035,0.559744119512356
row.6073,col.6278,0.105466268195155
row.906,col.7995,-0.554557459725028
row.677,col.9455,0.109427006019780
row.4921,col.2621,-0.787155152176824
row.3585,col.911,-1.93612377070741
row.33,col.5617,0.540352371937384
row.7671,col.7759,1.08787404502345
row.6661,col.7076,-0.312355756597643
row.3211,col.8777,-0.399568304116414
row.1880,col.1993,1.60839460616606
row.7398,col.4713,-0.0950634271371784
row.5561,col.8414,0.13772586562723
row.3514,col.2365,1.00605155466018
row.105,col.9805,1.38449772029461
row.7313,col.1715,-0.238691799884163
row.3696,col.4781,-1.22318916378413
row.7807,col.3377,1.02316127809494
row.17,col.7466,-0.695834219207916
row.9641,col.9068,0.203180941425254
row.3088,col.4251,0.420106507211996
row.2543,col.2134,-0.236148622986055
row.6315,col.6244,-0.0220437779883410
row.8698,col.6038,0.0850223596519344
row.9533,col.530,-0.0103117382074393
row.7458,col.3184,1.2780558276449
row.810,col.2605,0.824190329903632
row.5362,col.8758,0.160616289463790
row.4197,col.8568,0.0665342957630724
row.1715,col.4586,-0.227068820972092
row.4850,col.7026,0.695294567819682
row.2311,col.9723,0.712280850369002
row.5193,col.8680,0.833975532560426
row.8116,col.8275,-0.830007383219823
row.51,col.6280,-1.29784019675995
row.7631,col.4212,1.91640456988099
row.5767,col.7843,0.331435709341858
row.3750,col.5390,0.0429578754919365
row.5118,col.754,0.458503712853452
row.6370,col.6514,-0.335272220791362
row.6185,col.2361,0.861313333941571
row.9462,col.2384,-0.229392941836232
row.6656,col.4846,-0.214302121269376
row.743,col.4643,-0.899283851846051
row.2188,col.9909,-0.540355772717554
row.1432,col.1896,0.125302561282427
row.2404,col.772,1.17630624691562
row.2816,col.9729,-0.374759394642755
row.135,col.2863,-0.875704218871261
row.3554,col.477,0.185825964755611
row.9224,col.4011,-0.0852458483186973
row.3559,col.9029,0.595373293581176
row.8063,col.1877,0.546500976508297
row.3791,col.7548,-0.121054080067332
row.4201,col.9490,0.85072025912779
row.7295,col.165,-0.83531536514124
row.3016,col.2802,-0.195596588815316
row.8386,col.9044,0.580249047904556
row.3224,col.3634,-0.640070452837074
row.1270,col.5281,0.0617065381390415
row.8906,col.4299,-0.338188693253658
row.2963,col.9499,-0.117304323491058
row.9771,col.5650,-1.02777929322363
row.2579,col.6454,-0.718853717439614
row.7906,col.5063,0.445829543051843
row.7791,col.1055,-0.650978112965548
row.7692,col.9412,0.0727351544726004
row.976,col.4302,-1.06449070262069
row.6688,col.7004,1.62261636409244
row.3203,col.5826,1.13753005294861
row.9487,col.5484,0.0978587199013105
row.3486,col.4938,0.226245728238209
row.3146,col.131,-1.20209844212646
row.9278,col.1088,0.150202190771268
row.628,col.5984,0.90619318502716
row.7096,col.9347,0.712556095859639
row.3548,col.9357,0.764412417437131
row.95,col.2503,0.767580858150417
row.4939,col.9150,0.966920422817294
row.7950,col.3280,0.142755201699167
row.9031,col.2033,-1.10205281049060
row.7729,col.6438,0.341909864141135
row.638,col.8091,-0.0785403713339126
row.752,col.6541,-0.456518557923186
row.1093,col.3975,1.71669519114918
row.4917,col.464,0.498546276380543
row.8238,col.4068,1.57930275122952
row.9099,col.5377,0.364125372951651
row.8240,col.659,-0.69593493860375
row.6897,col.5304,-1.71920381893169
row.9776,col.1685,-1.33113229676039
row.1027,col.4414,-2.27530566132259
row.6827,col.8693,-0.494248578582864
row.4914,col.8559,-0.433364409550331
row.1648,col.5874,0.142996364282103
row.7910,col.847,-0.701900944206315
row.8717,col.3078,-1.21468609492264
row.5844,col.9138,0.332644026652960
row.7570,col.7928,1.71302547618699
row.379,col.8419,-0.642481304672274
row.3000,col.2832,-1.67153248507931
row.621,col.7878,0.473610474856562
row.6160,col.3734,-0.199018607683440
row.6223,col.6714,-0.498094254706006
row.1367,col.3469,1.27983471149816
row.4541,col.517,0.98433934495471
row.7366,col.1628,-1.61942606030272
row.854,col.4340,-0.699773466094932
row.8047,col.6890,1.0573764760517
row.1067,col.2729,-0.00351192082939595
row.4523,col.3792,-0.997293865207485
row.3017,col.7969,-0.172536998231692
row.1379,col.7276,0.187233734411086
row.3052,col.7764,2.22153105613447
row.790,col.3705,0.840905333094516
row.5974,col.1733,0.732595052529363
row.3521,col.871,-0.558136926347514
row.5448,col.4647,-0.153991412266756
row.4763,col.7475,0.40418000881974
row.6295,col.2263,-0.5198472073927
row.9838,col.3883,0.976956306064067
row.4776,col.7199,-0.456610993257681
row.2340,col.8020,0.145148640438858
row.3570,col.5278,-0.84891420424027
row.4438,col.5010,-1.03684096485726
row.9788,col.9861,0.493718350393979
row.3940,col.5537,-0.295243710922608
row.1515,col.2906,0.87575044701315
row.1651,col.6739,1.05439404729300
row.220,col.3947,-0.778031251215103
row.3583,col.3563,0.435183920990845
row.8925,col.2273,0.177004506964426
row.9965,col.6315,0.0286644179473222
row.1199,col.7226,-0.0133228266578588
row.1435,col.360,0.511369840228692
row.4504,col.9766,0.107017310696063
row.9453,col.6801,0.0262685276649669
row.8708,col.2857,1.57460023782675
row.9974,col.7084,-0.5964005479093
row.8088,col.3897,-0.508755112050537
row.5991,col.9101,-0.399874857353603
row.6652,col.341,-2.01294545515485
row.4397,col.7490,-1.02421594503001
row.6952,col.8793,-0.0203324590707252
row.232,col.6854,-0.037528310305825
row.203,col.1362,2.09951083098699
row.9139,col.7469,2.02614205894782
row.3212,col.3668,-1.14115288211794
row.189,col.9771,0.161459566748913
row.6649,col.4435,-0.64883384552638
row.8294,col.2004,1.59775021877626
row.3332,col.4121,0.806659899277173
row.4268,col.1778,-0.0724361519744828
row.3156,col.2619,-0.0619927579261453
row.8929,col.5238,-1.74220973596676
row.7666,col.1588,0.61508380229089
row.3799,col.5889,-0.527653957485084
row.6526,col.4358,-0.307070110170600
row.1957,col.586,0.120797819370008
row.2027,col.3284,1.16638454025562
row.3436,col.4342,-0.304371884563988
row.1328,col.1134,-0.194134034322210
row.9129,col.6536,1.98814920993536
row.4566,col.8138,0.825393534322333
row.6286,col.262,0.435948897534428
row.2207,col.7369,-0.137738860735599
row.42,col.8322,-0.309713969716985
row.153,col.2920,0.322291471543342
row.2448,col.1120,-2.09112768535946
row.2758,col.1477,-1.19357662864599
row.3104,col.4152,1.42659140856445
row.9785,col.8157,-1.14871080905793
row.1982,col.4412,1.4468204367131
row.6417,col.8598,-0.0890149310458407
row.316,col.9479,-0.351930795767185
row.5819,col.3087,0.809420954774413
row.2337,col.7967,0.110771086134428
row.4664,col.2081,-0.767913626453563
row.5402,col.2641,2.57716857976968
row.2766,col.6044,-0.0942175713726298
row.8020,col.4623,0.854119124910239
row.627,col.7144,0.415881449199983
row.2062,col.2855,2.48246144934128
row.4586,col.3221,0.433492341136074
row.1991,col.5196,1.42803552662811
row.3681,col.2690,-0.578510596196797
row.3162,col.7168,-0.355307168477552
row.2012,col.7652,1.54939299715976
row.913,col.4699,0.209480040075055
row.8233,col.6251,0.528217220593338
row.3882,col.3352,1.82094426608024
row.1737,col.9467,0.765550342207843
row.1091,col.1717,-0.284770554464787
row.2903,col.5179,0.0583457622020536
row.414,col.2761,0.574191297378613
row.2533,col.8552,0.783382704222697
row.6184,col.6364,0.677279182379833
row.1015,col.6511,-1.34150553410406
row.8448,col.2934,-0.556320729388495
row.2319,col.2839,-0.0549012219303394
row.7535,col.6852,2.44495914842687
row.78,col.7006,-0.063295475809138
row.6623,col.5603,-0.607020611273138
row.5058,col.4454,-0.358189195235269
row.5210,col.7366,-1.10282928818992
row.5524,col.7978,-0.124718139266776
row.3987,col.6055,1.02608312797723
row.4556,col.9585,-0.193397685813907
row.4989,col.5975,0.00490371596824911
row.9716,col.4467,-0.209680797784187
row.6502,col.3047,-0.569212675318009
row.8588,col.3517,-1.38701276058718
row.1861,col.3558,-0.495500041016251
row.3650,col.4830,-0.257109120122243
row.3223,col.5364,0.767731767905768
row.8553,col.9417,0.064426691176315
row.1351,col.2429,-0.80643842911687
row.2463,col.5162,-1.21712998667866
row.7799,col.1263,0.844187156282644
row.2296,col.1597,0.907414701542611
row.5535,col.1493,-1.04125719868435
row.606,col.8345,1.44441887259306
row.9445,col.2717,0.93850139981013
row.463,col.1380,1.05687610449665
row.8457,col.6083,0.463665877321119
row.5080,col.7422,1.42276210774383
row.8224,col.4066,0.870224490789308
row.7756,col.1858,0.329051517750224
row.154,col.4724,-1.92744894803741
row.2619,col.7229,-1.58568832376530
row.7522,col.7259,-1.90440745291606
row.5062,col.5899,-0.363687850425088
row.8817,col.6728,0.843940930078244
row.8504,col.2721,0.0497942331953102
row.9103,col.8010,1.15862324871772
row.3333,col.7178,0.883810395747146
row.7437,col.468,0.5462696356286
row.4081,col.9159,0.921320254338694
row.8273,col.953,-1.68006574721278
row.3310,col.6670,-1.02001470847414
row.9723,col.4910,-0.110730929047638
row.1493,col.1123,1.45780086467746
row.4099,col.7509,2.08361164629191
row.5543,col.2017,0.684035121377123
row.6242,col.9182,0.907674752378185
row.3580,col.6100,-0.436097738994397
row.5316,col.5062,1.75104631763415
row.5603,col.4812,-0.42277937350298
row.407,col.5486,1.56438243776987
row.7435,col.6570,-0.174841412318280
row.5055,col.8604,2.21344055874637
row.9375,col.4621,0.421839882250477
row.6742,col.3444,-0.572780968175935
row.6965,col.1188,0.058013355961299
row.9372,col.2088,-1.40497957586623
row.4909,col.821,-0.374201890193242
row.1484,col.7493,-0.694461482782683
row.456,col.3892,-0.454738145101591
row.7742,col.2072,1.88465143665414
row.9485,col.675,0.576162928819367
row.3765,col.8946,-0.168631057983553
row.5082,col.2084,-1.17046417850348
row.6209,col.6147,-0.777117668598152
row.9584,col.1287,1.77062710840725
row.7588,col.3631,-1.01023493195603
row.4744,col.7385,-0.594694482671763
row.6344,col.4816,0.576757857992220
row.4859,col.3548,1.55313015805056
row.3921,col.3370,0.902891646870859
row.6705,col.9468,-1.48184695086064
row.531,col.3719,-0.536231885793477
row.3027,col.6868,-0.199208359581248
row.8847,col.187,0.807149555382673
row.3773,col.853,0.364987699906191
row.9880,col.5095,-0.510293177502212
row.8471,col.5356,2.09028493325059
row.850,col.9881,-0.924165531967075
row.462,col.5022,0.552861111956231
row.3617,col.7435,-0.164107159114608
row.5463,col.3237,-1.13315992222271
row.210,col.4967,-0.171404412091162
row.6377,col.1941,-1.3903494892283
row.4616,col.1155,-0.807863767076151
row.7643,col.744,-0.0862774906239256
row.5468,col.881,-0.280273277241319
row.6784,col.7558,1.27784807727137
row.7850,col.6118,-0.39964691022262
row.5333,col.9576,-2.57196708397771
row.5651,col.290,0.0911814647760844
row.1878,col.8577,0.120733390815829
row.3199,col.4424,1.83309046851276
row.162,col.6776,1.51107612371019
row.3390,col.9009,-0.928991133518574
row.2617,col.9112,0.107537104647646
row.1928,col.8080,-1.42953168873921
row.2550,col.2734,0.291204117804128
row.395,col.6701,0.236765793877377
row.4854,col.8472,0.406221527406801
row.3733,col.406,1.59458549544729
row.7107,col.2447,0.0075959620457237
row.5390,col.2194,-0.493889514091421
row.1102,col.9939,1.14511341041655
row.1195,col.5785,-0.0865760719995215
row.6525,col.5610,1.36792046849370
row.660,col.1067,0.000908234634000331
row.4449,col.1068,0.105462107572151
row.6534,col.1417,-0.169396828685831
row.5044,col.4870,-0.0301839098065899
row.3684,col.2622,1.53939363925726
row.989,col.8466,1.28105729974047
row.4996,col.3948,-0.562030265334247
row.9703,col.5850,1.18384230719187
row.4432,col.3102,-1.65522306145087
row.7409,col.4145,0.551824779855796
row.173,col.2673,0.0483262239461219
row.6148,col.6823,0.292716868304581
row.3207,col.4602,0.215029545351217
row.9195,col.4628,0.0582011173397718
row.6999,col.5771,-0.061623081294822
row.2156,col.1347,0.709163867081056
row.9048,col.3873,-1.16714378984343
row.6996,col.5005,-2.33191934385637
row.4522,col.1507,-0.950638198630654
row.9225,col.5191,1.43942363043163
row.2752,col.304,1.06155596248567
row.6807,col.5126,0.075135960497485
row.8352,col.7830,-0.387701882078942
row.243,col.1294,1.56135314066074
row.2873,col.9571,1.2989060093186
row.9783,col.7218,-2.42670057561008
row.9142,col.8093,0.19694531359999
row.7645,col.6326,1.87768544121343
row.2912,col.3312,-0.567724750802684
row.4920,col.7064,-0.51874989891039
row.8867,col.2102,0.121006861292051
row.4025,col.5611,-1.19240430298232
row.2331,col.299,-0.255787828725141
row.1425,col.7437,1.10997537282268
row.3784,col.1505,0.500529188536663
row.2479,col.5852,0.789404318526335
row.1824,col.2642,0.94026700958926
row.8497,col.6210,0.469349392182589
row.5449,col.1759,0.383838779929381
row.3281,col.5741,-0.0764838886163528
row.6343,col.1259,0.0212113755341782
row.9956,col.5967,-0.365846692601914
row.1522,col.3061,0.292464644828483
row.9455,col.2276,-1.63965846586665
row.2352,col.3614,-0.433517948127725
row.3020,col.9891,-0.327911002414001
row.9401,col.4863,-0.342440163205217
